Transaction ID,Timestamp,Sender Account ID,Receiver Account ID,Amount,Type,Device ID,IP Address,Location,Account Balance,Suspicious Activity Flag,User Device Recognition,Known Threat Flag,Login Location Match,Spending Pattern Deviation
T4508,1/2/25 6:50,A52687,B88647,7487.69,Withdrawal,D859,227.83.197.199,New York,2375.92,0,1,0,1,1
T4509,1/3/25 9:29,A56103,B55200,1640.46,Deposit,D833,210.78.85.178,Florida,3911.83,0,1,0,1,1
T4510,1/4/25 12:39,A31976,B66329,8466.47,Transfer,D927,193.188.155.227,California,2342.48,0,1,0,0,0
T4511,1/6/25 8:12,A72863,B61158,1319.91,Withdrawal,D476,99.171.209.139,Texas,3057.59,0,1,0,1,0
T4512,1/5/25 3:13,A10591,B39739,353.41,Transfer,D429,250.210.56.153,California,4102.55,0,1,0,0,0
T4513,1/3/25 14:58,A16277,B27793,3951.06,Transfer,D494,24.219.14.201,Florida,4258.31,0,1,0,0,0
T4514,1/1/25 20:31,A71860,B93682,9794.44,Deposit,D271,102.97.76.207,Texas,4369.96,0,1,0,0,0
T4515,1/4/25 2:19,A12260,B43677,1104.31,Deposit,D569,180.103.222.64,New York,1398.2,0,1,0,1,1
T4516,1/4/25 23:58,A75883,B76296,1018.08,Withdrawal,D870,112.122.110.122,Texas,4419.53,0,1,0,1,0
T4517,1/3/25 3:58,A34741,B33022,7511.91,Deposit,D521,53.214.205.166,California,1585.51,0,1,0,1,0
T4518,1/3/25 5:59,A47211,B81148,3122.3,Withdrawal,D355,221.178.233.19,California,2091.25,0,1,0,1,1
T4519,1/5/25 3:29,A51542,B37265,7173.1,Withdrawal,D779,191.88.10.126,California,4884.36,0,1,0,1,0
T4520,1/3/25 8:13,A16869,B10530,2000.91,Transfer,D219,217.252.51.212,California,1576.88,0,1,0,1,0
T4521,1/5/25 15:06,A97616,B19551,4601.26,Deposit,D118,53.246.68.6,Texas,2004.33,0,1,0,1,1
T4522,1/2/25 0:05,A74732,B38394,2653.63,Deposit,D907,139.129.102.148,Texas,2343.13,0,1,0,1,0
T4523,1/1/25 15:04,A29422,B52987,4515.83,Withdrawal,D920,249.223.68.90,Florida,4224.79,0,1,0,1,0
T4524,1/1/25 11:57,A45613,B58984,7691.2,Transfer,D346,94.117.203.120,Florida,2283.52,0,1,0,1,0
T4525,1/5/25 18:08,A67016,B78096,7620.34,Deposit,D304,35.20.52.253,Texas,4303.91,0,1,0,0,0
T4526,1/3/25 21:38,A70110,B94097,5158.21,Transfer,D519,254.146.2.187,Florida,1822.37,0,1,0,1,0
T4527,1/4/25 17:05,A98529,B80639,9283.79,Transfer,D166,80.93.99.200,Texas,3404.07,0,1,0,1,0
T4528,1/4/25 5:41,A87922,B34090,2638.58,Withdrawal,D441,161.156.201.115,New York,4838.91,0,1,1,1,0
T4529,1/5/25 23:37,A44033,B93457,2403.87,Deposit,D444,184.72.39.49,Texas,1164.09,0,1,0,1,0
T4530,1/3/25 14:41,A55213,B12781,6138.45,Deposit,D796,202.146.149.241,Florida,4634.24,0,1,0,1,0
T4531,1/6/25 17:55,A71993,B27330,6213.35,Deposit,D486,178.48.179.122,New York,1659.36,1,1,0,1,0
T4532,1/6/25 20:45,A22938,B15257,466.35,Transfer,D441,149.112.189.238,Florida,3323.87,0,1,0,0,0
T4533,1/6/25 17:50,A86695,B68642,6078.17,Deposit,D207,59.207.208.231,Texas,1195.21,0,1,0,1,1
T4534,1/5/25 3:29,A12274,B64249,3744.99,Withdrawal,D776,246.6.118.180,Florida,3285.19,0,1,0,0,0
T4535,1/5/25 17:52,A94390,B61663,7474.68,Transfer,D732,30.131.92.6,Texas,3460.04,0,1,0,0,0
T4536,1/4/25 1:52,A41815,B44956,8081.25,Deposit,D501,234.221.130.24,Florida,4230.67,0,0,0,0,0
T4537,1/2/25 8:24,A86018,B25615,5521.99,Transfer,D695,161.32.94.87,Florida,2664.36,0,1,0,1,0
T4538,1/1/25 4:44,A28961,B10881,18.05,Transfer,D401,125.37.109.124,Texas,4663,0,1,0,1,0
T4539,1/5/25 16:43,A30044,B11847,6364.02,Transfer,D872,125.3.175.201,New York,2481.61,0,1,0,1,1
T4540,1/4/25 9:31,A31975,B61127,7489.06,Withdrawal,D206,216.100.60.234,Texas,1366.36,0,0,0,1,0
T4541,1/2/25 13:55,A24706,B97646,2490.58,Deposit,D734,192.80.109.198,Texas,2547.03,0,0,0,0,1
T4542,1/4/25 18:57,A15974,B47336,4647,Deposit,D684,77.60.128.5,Texas,2225.06,0,0,0,1,1
T4543,1/6/25 14:55,A86464,B91850,9657.3,Transfer,D576,230.234.201.20,California,2785.73,0,1,0,1,0
T4544,1/6/25 13:45,A31213,B49931,2981.86,Deposit,D436,194.82.27.193,California,1798.29,0,0,0,1,1
T4545,1/3/25 2:33,A11950,B53924,2232.31,Transfer,D559,154.235.159.139,Florida,2481.36,0,1,0,1,0
T4546,1/2/25 13:55,A95013,B32966,2109.34,Transfer,D412,64.173.234.167,California,4544.97,0,1,0,1,0
T4547,1/3/25 19:33,A20411,B54023,5588.45,Transfer,D253,92.136.81.61,New York,3609.82,0,1,0,1,0
T4548,1/1/25 19:34,A97231,B21320,9497.92,Withdrawal,D900,108.252.227.143,Texas,1792.48,0,0,0,0,1
T4549,1/1/25 1:17,A56156,B67841,6087.29,Deposit,D708,98.99.195.167,New York,1211.5,0,1,0,0,1
T4550,1/5/25 13:05,A72744,B75125,3033.93,Transfer,D903,234.34.126.82,Texas,1866.63,0,1,0,0,0
T4551,1/4/25 10:09,A27771,B77752,6386.06,Deposit,D448,187.197.222.90,New York,2636.67,0,0,0,1,0
T4552,1/6/25 5:39,A79810,B99937,6248.8,Withdrawal,D889,2.127.52.99,California,2468.53,0,1,0,1,1
T4553,1/1/25 9:53,A45053,B71858,5969.65,Withdrawal,D865,186.163.193.239,Texas,4393.95,0,1,0,1,1
T4554,1/6/25 1:36,A62076,B68714,1595.1,Transfer,D693,248.36.206.100,California,3343.9,0,1,0,1,0
T4555,1/5/25 8:39,A17045,B21780,6346.03,Withdrawal,D628,214.43.63.178,California,4369.95,1,0,0,1,0
T4556,1/4/25 14:31,A67623,B86230,4302.21,Withdrawal,D399,238.123.5.224,Texas,4995.51,0,1,1,1,1
T4557,1/4/25 19:53,A39714,B80345,186.9,Withdrawal,D791,68.148.56.155,New York,2161.37,0,1,0,1,0
T4558,1/1/25 6:07,A44386,B92098,5398.11,Withdrawal,D827,84.23.114.91,Florida,2909.82,0,1,0,0,0
T4559,1/1/25 19:27,A18562,B11929,9892.68,Withdrawal,D633,74.190.21.109,California,3822.21,0,0,0,1,0
T4560,1/1/25 6:10,A65048,B24244,3498.05,Withdrawal,D335,237.33.248.117,California,3047.01,0,1,0,1,1
T4561,1/6/25 11:37,A22026,B21116,9655.63,Deposit,D996,36.40.208.242,Texas,2307.29,1,0,0,0,1
T4562,1/3/25 16:08,A41589,B97954,962.96,Withdrawal,D310,78.220.225.104,Texas,4264.82,0,1,0,0,0
T4563,1/1/25 22:39,A36844,B91243,7324.77,Deposit,D385,42.21.90.229,New York,4569.71,0,1,0,1,0
T4564,1/2/25 18:20,A33447,B93301,1144.19,Transfer,D522,142.20.51.3,California,2112.93,0,1,0,1,0
T4565,1/1/25 23:07,A87502,B45895,2736.44,Withdrawal,D818,174.145.70.207,Florida,2125.83,0,1,0,0,0
T4566,1/6/25 5:45,A93268,B88636,5708.84,Withdrawal,D593,117.162.203.6,California,3269.79,0,1,0,1,0
T4567,1/4/25 15:28,A64708,B33867,5928.2,Deposit,D518,168.137.189.192,New York,4265.55,0,1,0,1,0
T4568,1/3/25 3:04,A73925,B11208,7752.34,Withdrawal,D936,139.90.155.57,Florida,3079.7,0,1,0,1,0
T4569,1/3/25 5:28,A80825,B54085,6153.5,Deposit,D866,183.253.145.192,Texas,1240.2,0,0,0,1,0
T4570,1/6/25 1:30,A61574,B75572,5936.55,Deposit,D444,184.177.214.230,Texas,2180.02,0,1,0,1,0
T4571,1/4/25 17:46,A95548,B75234,9123.62,Withdrawal,D622,208.126.44.189,Texas,3011.4,0,0,0,0,0
T4572,1/1/25 2:16,A28812,B93748,4522.16,Transfer,D918,105.109.192.54,New York,3946.74,0,1,0,1,1
T4573,1/1/25 12:19,A65309,B21252,2253.43,Transfer,D418,37.3.242.14,Texas,4099.78,0,1,0,1,1
T4574,1/3/25 19:17,A74230,B95261,1618.72,Transfer,D441,148.148.250.178,Florida,4009.22,0,1,0,1,0
T4575,1/1/25 21:44,A51628,B17006,4000.55,Deposit,D478,253.213.107.205,Texas,1379.29,0,1,0,0,0
T4576,1/3/25 5:10,A50581,B99595,7127.81,Deposit,D645,34.124.3.226,New York,3464,0,1,0,1,0
T4577,1/3/25 3:45,A56628,B80883,426.39,Withdrawal,D732,159.219.139.53,California,2701.73,0,1,0,1,0
T4578,1/6/25 19:07,A98628,B42171,1291.4,Deposit,D847,29.8.18.79,California,2254.1,0,1,0,1,0
T4579,1/6/25 19:44,A35105,B38517,1062.03,Transfer,D794,157.192.109.44,Florida,4310.43,0,1,0,1,1
T4580,1/3/25 8:26,A89830,B34274,5852.92,Withdrawal,D689,22.75.4.211,New York,2433.5,0,1,0,0,0
T4581,1/3/25 7:31,A79157,B43577,2429.4,Transfer,D734,194.118.193.42,Texas,1730.06,0,1,0,0,0
T4582,1/5/25 19:27,A42442,B37648,1663.43,Withdrawal,D887,211.1.175.185,Texas,3782.95,0,0,1,1,0
T4583,1/3/25 23:28,A97235,B79654,5928.11,Transfer,D307,39.98.180.186,California,1542.03,0,1,0,1,1
T4584,1/3/25 6:12,A12347,B27910,7613.34,Withdrawal,D285,195.190.116.163,Texas,2175.53,0,1,0,1,0
T4585,1/6/25 4:36,A57650,B88619,3322.22,Transfer,D116,39.133.141.206,California,2777.8,0,1,1,1,0
T4586,1/3/25 15:59,A27110,B59647,5782.47,Deposit,D389,124.240.100.32,California,1566.69,0,1,0,1,0
T4587,1/2/25 13:19,A72170,B88723,982.15,Transfer,D353,107.146.203.170,Texas,2149.3,0,1,0,1,0
T4588,1/4/25 23:24,A14923,B10424,9351.98,Withdrawal,D710,53.200.210.95,California,3566.44,0,0,0,1,0
T4589,1/5/25 23:36,A61801,B61899,3369.62,Transfer,D545,91.91.123.94,California,3229.62,0,1,0,1,0
T4590,1/5/25 8:26,A72771,B36641,9975.06,Deposit,D555,60.227.140.169,New York,4377.12,0,0,0,1,0
T4591,1/3/25 10:15,A91147,B44750,9785.9,Withdrawal,D246,224.233.17.220,Texas,1563.56,0,1,0,1,0
T4592,1/2/25 10:10,A58135,B91454,7788.46,Deposit,D983,108.230.71.112,New York,4455.45,0,1,1,1,0
T4593,1/6/25 11:13,A29199,B33154,201.65,Transfer,D213,248.213.192.47,Texas,1302.48,0,1,0,1,0
T4594,1/3/25 3:06,A19066,B58166,5435.21,Withdrawal,D196,94.83.163.86,Texas,3973.68,0,1,0,1,0
T4595,1/2/25 22:21,A62136,B21992,869.28,Transfer,D481,208.172.137.136,Texas,1827.58,0,1,0,1,1
T4596,1/6/25 22:54,A46575,B44001,8951.49,Withdrawal,D475,173.144.249.194,Texas,4612.38,0,1,0,1,1
T4597,1/4/25 19:13,A99796,B24546,7896.57,Deposit,D605,32.64.147.193,Florida,1166.24,0,0,0,0,0
T4598,1/2/25 13:27,A56733,B51524,9723.43,Deposit,D421,125.143.200.141,Florida,3320.97,0,1,0,1,0
T4599,1/2/25 18:34,A26991,B78555,6084.22,Deposit,D427,128.162.209.128,California,1051.3,0,1,0,1,1
T4600,1/1/25 18:43,A32553,B11304,5222.21,Transfer,D448,170.248.68.74,New York,3944.16,0,1,0,1,0
T4601,1/4/25 7:18,A99710,B59284,5190.22,Withdrawal,D269,229.255.215.230,New York,1134.96,0,1,1,1,0
T4602,1/6/25 2:12,A97493,B92368,3865.1,Deposit,D406,236.95.182.143,California,3908.62,0,0,0,1,0
T4603,1/6/25 8:33,A10634,B98327,4687.43,Transfer,D298,120.194.249.110,New York,4234.1,0,0,0,1,0
T4604,1/1/25 10:36,A22771,B20022,6354.49,Transfer,D276,190.71.223.149,Florida,4582.11,0,1,0,1,0
T4605,1/3/25 11:26,A28298,B85886,9329.54,Withdrawal,D223,183.51.239.208,New York,2437.67,0,1,0,1,0
T4606,1/4/25 1:51,A89876,B87354,5959.25,Deposit,D256,154.63.44.194,Texas,3170.09,0,1,0,1,0
T4607,1/3/25 23:17,A45999,B43617,8571.3,Transfer,D706,25.226.140.208,Texas,3934.11,0,1,0,0,0
T4608,1/4/25 7:45,A81887,B79498,8627.94,Deposit,D385,157.220.77.29,Texas,4282.94,0,1,0,1,0
T4609,1/2/25 17:07,A69648,B68824,5188.81,Withdrawal,D710,228.252.171.175,Texas,4131.37,0,1,0,1,0
T4610,1/3/25 15:36,A72668,B80390,3475.35,Deposit,D978,101.8.175.95,California,4391.21,0,1,0,1,0
T4611,1/1/25 9:35,A79374,B44307,6396.1,Deposit,D980,183.67.133.242,California,4590.57,1,0,0,1,0
T4612,1/1/25 2:57,A77509,B78480,4459.33,Transfer,D334,192.88.231.229,Florida,3601.27,0,1,0,1,0
T4613,1/2/25 3:33,A85783,B32327,815.33,Transfer,D801,194.250.20.77,Florida,1695.91,1,1,0,0,0
T4614,1/4/25 22:44,A54440,B13244,3778.71,Withdrawal,D393,29.56.54.1,Florida,4333.92,1,0,0,1,0
T4615,1/3/25 14:53,A41655,B32720,9940.73,Withdrawal,D884,47.21.140.88,California,2853.15,0,1,0,1,0
T4616,1/5/25 5:10,A53039,B35090,486.07,Withdrawal,D941,111.42.74.239,New York,1202.58,0,1,0,1,0
T4617,1/4/25 5:27,A65255,B74277,6966.97,Transfer,D996,73.48.235.164,Texas,3504.33,0,0,1,1,0
T4618,1/6/25 1:33,A82219,B58536,8412.05,Withdrawal,D117,216.107.34.18,New York,3909.88,0,1,0,1,0
T4619,1/2/25 19:09,A64989,B17855,6487.61,Withdrawal,D273,27.251.105.111,Texas,2831.43,0,1,0,1,1
T4620,1/2/25 17:42,A21244,B11601,5697.91,Transfer,D502,184.114.188.170,Florida,3026.68,0,0,0,1,0
T4621,1/5/25 17:13,A68595,B41952,7075.84,Withdrawal,D480,120.239.187.137,Texas,3199.91,0,1,0,1,0
T4622,1/4/25 17:51,A49551,B60374,4294,Transfer,D917,78.95.194.23,New York,2010,0,0,0,1,0
T4623,1/4/25 20:39,A73230,B15690,914.53,Withdrawal,D219,201.127.171.157,New York,2495.94,0,1,0,0,1
T4624,1/6/25 17:56,A38371,B22521,9623.76,Transfer,D867,232.114.224.44,Florida,4227.54,0,1,0,1,1
T4625,1/5/25 23:24,A79358,B86019,4323.58,Deposit,D195,216.230.117.59,Florida,1119.65,1,0,0,1,0
T4626,1/5/25 0:44,A38878,B18058,6654.23,Transfer,D921,115.52.102.24,New York,3227.59,0,1,0,0,0
T4627,1/5/25 8:43,A46157,B23704,5313.57,Transfer,D130,101.203.131.91,Florida,1127.13,0,1,1,1,0
T4628,1/6/25 3:34,A15914,B68933,547.68,Transfer,D196,211.201.30.146,California,1806.55,0,0,0,1,0
T4629,1/5/25 22:50,A93700,B81101,9527.51,Withdrawal,D569,1.3.78.37,Florida,2491.58,0,1,0,1,0
T4630,1/2/25 15:12,A37180,B53856,7925.58,Transfer,D804,32.17.103.159,New York,1745.75,0,1,0,1,0
T4631,1/3/25 23:05,A13688,B47256,1491.83,Transfer,D844,223.204.114.207,California,4394.05,0,1,0,1,0
T4632,1/4/25 21:33,A90219,B67352,9816.51,Withdrawal,D145,160.33.50.62,New York,4480.82,0,1,0,1,0
T4633,1/6/25 10:54,A88616,B40615,7369.28,Deposit,D902,205.46.193.140,California,1612.05,0,0,0,0,0
T4634,1/4/25 20:18,A19916,B11927,4723.74,Transfer,D335,51.92.51.170,Florida,4569.34,0,1,0,1,0
T4635,1/4/25 22:11,A66363,B25512,6114.09,Withdrawal,D660,105.97.188.208,Florida,1919.96,0,1,0,1,0
T4636,1/1/25 17:50,A37360,B18301,1068.26,Deposit,D436,130.221.195.222,New York,1048.55,0,1,0,1,1
T4637,1/2/25 5:24,A47805,B96849,5604.55,Transfer,D773,58.126.181.68,California,3947.36,0,1,0,1,0
T4638,1/2/25 5:27,A23453,B83993,737.54,Deposit,D384,125.255.129.195,New York,3072.94,0,1,0,1,0
T4639,1/3/25 1:21,A32703,B81028,5449.01,Transfer,D233,43.127.37.187,Texas,2993.56,0,1,0,1,1
T4640,1/5/25 17:59,A69021,B78759,5527.4,Transfer,D868,243.154.90.125,Florida,1010.81,0,1,0,1,0
T4641,1/5/25 18:39,A84176,B98047,8744.51,Deposit,D794,14.166.252.165,New York,4914.15,0,0,0,1,0
T4642,1/3/25 23:14,A91614,B96991,7250.85,Deposit,D638,181.62.185.61,New York,4330.29,0,1,0,0,1
T4643,1/4/25 17:30,A98919,B73058,2496.27,Deposit,D751,77.17.250.156,Texas,4869.76,0,1,0,1,0
T4644,1/1/25 17:14,A91072,B74926,8884.37,Transfer,D359,70.184.229.23,Texas,1974.69,0,1,0,1,0
T4645,1/6/25 10:42,A17410,B33434,5732.85,Transfer,D602,37.133.147.245,California,3414.7,0,1,1,1,0
T4646,1/5/25 4:34,A91462,B40341,6064.19,Withdrawal,D691,169.227.201.21,Texas,3986.97,0,1,0,1,0
T4647,1/2/25 20:50,A58268,B25007,1690.64,Withdrawal,D279,160.214.45.241,California,4213.34,0,0,0,0,0
T4648,1/2/25 21:37,A44248,B36799,8577.88,Withdrawal,D995,181.104.169.178,New York,4126.92,0,1,0,1,0
T4649,1/2/25 14:05,A41159,B65820,9309.72,Transfer,D366,195.84.55.76,Texas,3289.31,0,1,0,1,0
T4650,1/3/25 14:23,A52039,B25674,7750.13,Deposit,D663,41.12.53.139,California,1126.4,0,1,0,1,0
T4651,1/3/25 8:24,A57800,B25426,9407.58,Withdrawal,D183,215.34.82.8,New York,4975.91,0,1,0,1,1
T4652,1/4/25 7:08,A50761,B82631,3023.7,Transfer,D509,12.21.39.163,California,1459.49,0,1,0,0,0
T4653,1/6/25 11:09,A96103,B54791,8611.33,Deposit,D255,116.219.126.168,New York,1723.29,1,1,0,1,0
T4654,1/3/25 21:22,A53663,B99640,4889.44,Withdrawal,D589,6.221.222.244,California,4297.74,0,1,0,0,1
T4655,1/2/25 20:22,A90903,B13255,1640.01,Deposit,D427,54.202.120.221,Florida,1402.3,1,1,0,1,0
T4656,1/2/25 2:14,A50412,B43826,6688.34,Deposit,D715,78.140.98.226,New York,1853.41,0,1,0,1,0
T4657,1/6/25 21:46,A45367,B98568,6841.52,Withdrawal,D445,147.234.185.22,New York,1081.21,0,0,0,1,0
T4658,1/1/25 0:38,A15813,B14944,2869.96,Withdrawal,D196,180.36.19.119,California,1626.68,0,0,1,1,0
T4659,1/2/25 22:01,A69894,B47826,275.91,Transfer,D736,146.235.145.67,New York,3635.84,0,0,0,0,0
T4660,1/3/25 1:51,A61444,B40497,1999.27,Deposit,D282,188.199.45.221,California,2442.14,0,1,0,1,0
T4661,1/3/25 13:22,A44269,B37723,3998.38,Withdrawal,D426,175.19.71.196,New York,1540.54,1,1,0,1,0
T4662,1/4/25 19:34,A71748,B45287,1676.46,Withdrawal,D665,104.161.103.6,Texas,2055.99,0,0,0,1,0
T4663,1/2/25 21:12,A51190,B21845,1941.11,Deposit,D913,49.52.213.72,Texas,4014.71,0,1,0,0,1
T4664,1/5/25 23:51,A50318,B99833,3914.52,Deposit,D775,10.203.135.31,California,3227.39,0,0,0,1,0
T4665,1/4/25 21:38,A47018,B78106,9617.9,Deposit,D995,190.182.186.62,Florida,2904.17,0,1,0,0,0
T4666,1/2/25 22:48,A49759,B82986,7642.67,Withdrawal,D760,144.153.50.32,Texas,1186.63,0,1,0,0,0
T4667,1/3/25 10:02,A26498,B95807,3198.16,Withdrawal,D901,25.21.194.94,Texas,3046.9,1,1,0,1,1
T4668,1/6/25 10:01,A35989,B65569,9516.09,Transfer,D477,77.209.252.254,New York,2926.11,0,0,1,0,0
T4669,1/2/25 9:03,A35568,B91434,6456.82,Deposit,D186,249.225.103.190,Florida,2771.48,0,1,0,1,0
T4670,1/3/25 17:40,A76577,B89925,4555.04,Withdrawal,D773,144.40.75.38,Florida,2949.97,0,1,0,1,0
T4671,1/3/25 8:40,A40099,B35463,4683.53,Withdrawal,D779,160.31.148.180,Florida,1297.19,0,1,0,0,1
T4672,1/4/25 14:52,A99900,B10744,4108.03,Deposit,D234,191.77.65.176,Florida,4732.04,0,1,0,1,0
T4673,1/4/25 11:28,A50639,B98340,2330.69,Withdrawal,D189,70.206.30.91,Florida,2224.53,0,0,0,1,0
T4674,1/1/25 2:04,A33482,B46282,3866.94,Deposit,D587,168.199.198.163,Florida,3610.06,0,1,0,1,0
T4675,1/2/25 3:48,A79212,B62082,5279.44,Withdrawal,D919,73.166.110.125,Texas,2435.94,0,1,0,1,0
T4676,1/4/25 3:44,A65261,B64689,5280.75,Deposit,D916,93.108.103.168,California,2311.74,0,1,0,0,0
T4677,1/6/25 11:15,A97317,B86407,7617.61,Deposit,D986,40.4.212.5,California,3899.99,0,1,0,1,0
T4678,1/2/25 17:16,A40048,B89072,3588.62,Withdrawal,D692,61.15.207.87,Florida,2675.1,0,1,0,1,1
T4679,1/5/25 10:29,A13065,B98633,7168.26,Deposit,D962,109.146.82.239,New York,3463.5,0,1,0,1,0
T4680,1/6/25 17:16,A12036,B74766,5781.34,Transfer,D842,122.164.63.186,Texas,2096.9,0,1,0,1,1
T4681,1/5/25 23:18,A45814,B75711,9618.49,Transfer,D188,96.68.200.212,New York,2061.86,0,1,0,0,0
T4682,1/6/25 14:21,A69694,B13217,3853.46,Deposit,D392,134.41.152.55,Texas,1796.25,0,1,0,0,0
T4683,1/3/25 16:18,A26924,B90642,9012.26,Transfer,D545,174.84.107.204,Texas,2203.65,0,1,0,0,0
T4684,1/2/25 22:37,A70204,B40359,8206.6,Withdrawal,D498,177.84.201.215,Texas,1259.61,0,1,0,0,0
T4685,1/3/25 9:27,A42844,B63509,6377.01,Withdrawal,D613,90.32.25.227,New York,1311.21,0,1,0,0,1
T4686,1/3/25 5:22,A91943,B71970,6545.49,Deposit,D494,16.20.236.1,New York,4411.64,0,0,0,1,0
T4687,1/4/25 18:10,A31518,B32357,847.41,Withdrawal,D963,78.43.193.70,Florida,2119.48,0,1,0,1,0
T4688,1/1/25 10:00,A27059,B52354,9502.3,Withdrawal,D833,35.45.177.234,Texas,3153.33,0,1,0,1,0
T4689,1/5/25 2:48,A33052,B48570,1070.25,Transfer,D116,223.66.2.241,California,2985.71,0,1,0,1,0
T4690,1/3/25 0:18,A79803,B17034,5632.77,Withdrawal,D807,118.160.44.24,Texas,3536.76,0,0,0,1,0
T4691,1/5/25 4:37,A81524,B26263,3301.38,Withdrawal,D731,164.163.34.18,California,3591.77,0,1,0,0,0
T4692,1/2/25 17:22,A99572,B52180,4299.09,Transfer,D341,44.111.210.224,Florida,2467.14,0,1,0,0,0
T4693,1/3/25 11:47,A18680,B60099,6102.22,Deposit,D785,145.154.93.30,Florida,1533.72,1,1,0,1,0
T4694,1/1/25 21:56,A77021,B84312,9088.6,Deposit,D643,166.66.149.179,Florida,1709.65,0,1,0,1,0
T4695,1/3/25 2:57,A90249,B85348,4576.21,Transfer,D886,9.116.7.33,Texas,2437.3,0,1,0,0,0
T4696,1/1/25 11:02,A30043,B95275,9877.31,Transfer,D806,233.180.145.11,Texas,3240.44,0,0,0,0,1
T4697,1/4/25 15:54,A12419,B36925,5928.53,Withdrawal,D103,237.191.184.95,California,3456.99,0,1,0,1,1
T4698,1/4/25 19:53,A66892,B29575,1606.38,Withdrawal,D380,129.16.179.75,California,4729.42,0,0,0,1,0
T4699,1/6/25 21:39,A27140,B32231,1900.9,Deposit,D632,70.78.1.26,New York,2220.88,0,1,0,0,0
T4700,1/1/25 22:51,A53484,B86935,7161.39,Deposit,D570,153.152.139.144,California,1437.18,0,1,0,1,0
T4701,1/1/25 4:17,A73869,B57731,504.93,Transfer,D337,192.94.167.4,Florida,3150.63,0,1,0,0,1
T4702,1/3/25 6:11,A55210,B33100,4803.94,Withdrawal,D704,219.27.248.71,Texas,1266.39,0,1,0,1,1
T4703,1/6/25 2:29,A67600,B20768,1483.04,Transfer,D577,245.51.141.133,New York,1662.48,0,0,0,0,0
T4704,1/4/25 21:51,A88497,B69337,4332.75,Deposit,D188,17.36.201.191,Texas,3216.54,0,1,0,1,0
T4705,1/3/25 20:15,A16487,B60697,7499.42,Deposit,D212,238.98.34.125,Florida,4697.89,0,1,0,1,0
T4706,1/4/25 19:20,A70692,B21357,4588.67,Transfer,D832,16.109.218.87,Florida,1782.19,0,1,0,1,0
T4707,1/1/25 23:12,A72112,B76973,1635.35,Withdrawal,D709,9.50.111.80,Florida,2449.99,0,1,0,1,0
T4708,1/2/25 11:39,A41110,B34946,2520,Withdrawal,D241,51.236.63.32,New York,2771.42,0,1,0,1,0
T4709,1/3/25 12:16,A26360,B96424,3676.03,Transfer,D761,96.16.209.123,Texas,4814,0,1,0,1,1
T4710,1/3/25 18:31,A59410,B81038,696.54,Deposit,D659,176.107.229.126,California,3942.46,0,1,0,1,0
T4711,1/3/25 1:06,A93038,B65149,5843.79,Transfer,D150,6.240.217.111,Texas,2328.61,0,1,0,1,0
T4712,1/5/25 5:03,A83167,B15566,6075.73,Transfer,D307,192.126.189.202,Texas,2085.47,1,1,0,1,0
T4713,1/6/25 13:48,A13017,B51576,622.46,Withdrawal,D622,9.30.24.184,New York,3074.02,0,1,0,1,0
T4714,1/6/25 0:30,A96261,B63318,4023.71,Deposit,D607,64.170.247.130,California,2525.51,0,0,0,0,0
T4715,1/6/25 10:32,A70124,B79550,4140.59,Deposit,D369,54.47.64.198,California,3467.19,0,1,1,1,0
T4716,1/6/25 11:59,A60949,B61408,3338.86,Withdrawal,D362,234.112.114.59,Texas,3139.02,0,0,0,1,0
T4717,1/1/25 19:06,A68268,B63506,5577.84,Deposit,D808,13.86.239.80,Florida,1135.06,0,0,0,0,1
T4718,1/6/25 0:09,A76320,B89149,3460.23,Deposit,D285,13.136.84.172,Texas,1297.9,0,1,0,1,0
T4719,1/5/25 2:17,A91301,B50167,4164.68,Withdrawal,D907,1.243.159.7,New York,1536.2,0,1,0,1,0
T4720,1/4/25 6:44,A41127,B43699,7975.44,Deposit,D320,35.217.164.14,Florida,3603,0,0,0,1,1
T4721,1/3/25 14:20,A13196,B59545,1621.93,Deposit,D180,33.148.214.8,New York,4909,0,1,0,1,0
T4722,1/6/25 12:42,A85088,B62429,6191.53,Transfer,D833,39.253.25.234,Florida,2810.48,0,1,0,0,1
T4723,1/3/25 0:40,A51300,B97350,5056.44,Deposit,D508,149.140.24.198,Florida,1597.58,1,0,0,1,0
T4724,1/3/25 8:15,A59714,B33386,3051.41,Transfer,D990,114.90.142.203,Florida,3440.18,0,1,0,0,0
T4725,1/3/25 20:10,A41921,B69273,7275.62,Transfer,D781,44.224.20.88,California,3501.64,0,0,0,1,0
T4726,1/2/25 8:46,A14746,B51585,5512.33,Transfer,D185,39.174.85.60,Florida,4023.02,0,1,0,1,0
T4727,1/4/25 12:02,A78535,B17509,4774.14,Withdrawal,D655,13.199.87.66,California,3839.32,0,0,0,1,0
T4728,1/1/25 4:48,A75350,B97852,6677.03,Withdrawal,D872,75.174.213.143,New York,3751.37,0,0,0,1,0
T4729,1/4/25 1:22,A60345,B86607,8023.1,Deposit,D203,70.17.172.250,Florida,3899.36,0,0,0,1,0
T4730,1/6/25 21:29,A59220,B88764,9726.72,Transfer,D383,22.25.229.193,Florida,4276.9,0,1,0,1,0
T4731,1/2/25 9:23,A91131,B87150,6293.87,Deposit,D559,129.149.114.165,Florida,4581.83,0,1,0,0,0
